states_encoded,sex,age_group,race_grouped,year,weight,did_vote,education_group_associates,education_group_bachelors,education_group_graduate,education_group_hs_grad,education_group_less_hs,education_group_some_college,income_group_high,income_group_low,income_group_lower_middle,income_group_middle,income_group_upper_middle,marital_status_1,marital_status_2,marital_status_3,marital_status_4,marital_status_5,marital_status_6,hispanic_flag_1,hispanic_flag_2,curr_student_-1,curr_student_1,curr_student_2,lease_type_1,lease_type_2,lease_type_3,job_industry_code_-1,job_industry_code_1,job_industry_code_2,job_industry_code_3,job_industry_code_4,job_industry_code_5,job_industry_code_6,job_industry_code_7,job_industry_code_8,job_industry_code_9,job_industry_code_10,job_industry_code_11,job_industry_code_12,job_industry_code_13,job_industry_code_14,job_industry_code_15,job_industry_code_16,job_industry_code_17,job_industry_code_18,job_industry_code_19,job_industry_code_20,job_industry_code_21,job_industry_code_22,job_industry_code_23,GED_or_HS_-1,GED_or_HS_1,GED_or_HS_2,time_at_curr_address_-1,time_at_curr_address_1,time_at_curr_address_2,time_at_curr_address_3,time_at_curr_address_4,candidate_flag,gdp_growth_pct,inflation_pct,unemployment_pct,approval_rating_pct,lag_popular_vote_pct,lag_electoral_votes
AK,1,18-24,american_indian,14,87015677.0,0.13389491872826548,0.07510313342732483,0.0,0.0,0.5863892434003588,0.3385076231723164,0.0,0.07722479709029903,0.34136617703956956,0.3568119340150626,0.07510313342732483,0.149493958427744,0.0,0.07238602533656091,0.0,0.0,0.0,0.9276139746634391,0.07510313342732483,0.9248968665726752,0.0,0.14583479020682674,0.8541652097931732,0.6415542109728113,0.28605976369062786,0.07238602533656091,0.6247326214562463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631362783053449,0.0,0.0,0.07996001685995043,0.0,0.0,0.07996001685995043,0.07710793309118309,0.0,0.07510313342732483,0.0,0.0,0.41361075659964125,0.5091644463100597,0.07722479709029903,0.07238602533656091,0.20895183059944475,0.15433273018148214,0.07996001685995043,0.4843693970225618,0.0,,,,,,
AK,1,18-24,asian,14,2858861.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
AK,1,18-24,black,14,11069184.0,0.48900686807627375,0.0,0.0,0.0,0.5109931319237263,0.0,0.48900686807627375,0.0,0.48900686807627375,0.0,0.5109931319237263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.48900686807627375,0.5109931319237263,0.0,1.0,0.0,0.48900686807627375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109931319237263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48900686807627375,0.5109931319237263,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
AK,1,18-24,multiracial,14,4451474.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,
AK,1,18-24,pacific_islander,14,10841350.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.4547491779160344,0.5452508220839656,0.0,1.0,0.0,0.4547491779160344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5452508220839656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5452508220839656,0.0,0.0,0.4547491779160344,0.0,,,,,,
AK,1,18-24,white,14,128065380.0,0.32685793771899946,0.06914349529904179,0.03799682630856208,0.0,0.467256154629768,0.233829954668467,0.19177356909416113,0.06796942311809796,0.1679600919467853,0.09367877563788121,0.21175336378965182,0.4586383455075837,0.06234513183812831,0.045643139465170054,0.0,0.0,0.02997259680953588,0.8620391318871657,0.16818956067596097,0.831810439324039,0.0,0.16133476510201275,0.8386652348979873,0.5832750349860361,0.41672496501396394,0.0,0.16133476510201275,0.03799682630856208,0.0,0.0,0.0,0.0,0.0,0.0,0.034966983270576325,0.0,0.0,0.06397372185988126,0.0,0.09634625688847369,0.0,0.1235087577923089,0.035616784176957114,0.18078237850073142,0.0,0.02764733138651523,0.03881513489437973,0.10791919721005006,0.09109186260955146,0.0,0.532743845370232,0.38930955422925384,0.07794660040051417,0.0,0.42749666615599,0.09226593479049529,0.053671015539094175,0.4265663835144205,0.0,,,,,,
AK,1,25-34,american_indian,14,115143039.0,0.5185836635769184,0.05140097092625808,0.0,0.056386960569974186,0.7412208131835047,0.09966806590887357,0.05132318941138943,0.0,0.17104786508196992,0.2372999552322047,0.38183746392172263,0.20981471576410277,0.5105415795044284,0.0,0.0,0.07291428186119006,0.0,0.41654413863438156,0.052988570155769465,0.9470114298442305,0.0,0.056386960569974186,0.9436130394300258,0.33756077951008395,0.5977216130277749,0.06471760746214107,0.22497066453144424,0.056386960569974186,0.0,0.0,0.0,0.0,0.0,0.0,0.04826709498261549,0.05132318941138943,0.0,0.0,0.06471760746214107,0.0,0.0,0.0,0.1667076461304795,0.04937720116975547,0.0,0.12118137684380556,0.06639380952938023,0.05140097092625808,0.09927347844275675,0.0,0.25877918681649525,0.6463310821594694,0.09488973102403524,0.0,0.24709602288680257,0.5396645471551259,0.0,0.21323942995807155,0.0,,,,,,
AK,1,25-34,asian,14,15610904.0,0.19467988529043545,0.0,0.33884853817562394,0.0,0.4664715765339406,0.0,0.19467988529043545,0.0,0.0,0.0,1.0,0.0,0.6011582032661273,0.0,0.0,0.0,0.0,0.39884179673387266,0.0,1.0,0.0,0.0,1.0,0.5335284234660593,0.4664715765339406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39884179673387266,0.0,0.0,0.0,0.2623096650905034,0.0,0.33884853817562394,0.0,0.5335284234660593,0.4664715765339406,0.0,0.0,0.33884853817562394,0.20416191144343723,0.2623096650905034,0.19467988529043545,0.0,,,,,,
AK,1,25-34,black,14,16468755.0,0.3857419094521717,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3857419094521717,0.6142580905478283,0.0,0.30712904527391416,0.0,0.0,0.30712904527391416,0.3857419094521717,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3857419094521717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30712904527391416,0.0,0.0,0.0,0.0,0.0,0.0,0.30712904527391416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928709547260858,0.30712904527391416,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
AK,1,25-34,multiracial,14,17602538.0,0.7200041266776416,0.0,0.6416620716853445,0.0,0.35833792831465555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6416620716853445,0.0,0.0,0.0,0.0,0.35833792831465555,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2799958733223584,0.3616661983629861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35833792831465555,0.0,0.0,0.0,0.6416620716853445,0.35833792831465555,0.0,0.0,0.0,0.6416620716853445,0.0,0.35833792831465555,0.0,,,,,,
