states_encoded,sex,age_group,race_grouped,year,weight,did_vote,education_group_associates,education_group_bachelors,education_group_graduate,education_group_hs_grad,education_group_less_hs,education_group_some_college,income_group_high,income_group_low,income_group_lower_middle,income_group_middle,income_group_upper_middle,marital_status_1,marital_status_2,marital_status_3,marital_status_4,marital_status_5,marital_status_6,hispanic_flag_1,hispanic_flag_2,curr_student_-1,curr_student_1,curr_student_2,lease_type_1,lease_type_2,lease_type_3,job_industry_code_-1,job_industry_code_1,job_industry_code_2,job_industry_code_3,job_industry_code_4,job_industry_code_5,job_industry_code_6,job_industry_code_7,job_industry_code_8,job_industry_code_9,job_industry_code_10,job_industry_code_11,job_industry_code_12,job_industry_code_13,job_industry_code_14,job_industry_code_15,job_industry_code_16,job_industry_code_17,job_industry_code_18,job_industry_code_19,job_industry_code_20,job_industry_code_21,job_industry_code_22,job_industry_code_23,GED_or_HS_-1,GED_or_HS_1,GED_or_HS_2,time_at_curr_address_-1,time_at_curr_address_1,time_at_curr_address_2,time_at_curr_address_3,time_at_curr_address_4,candidate_flag,gdp_growth_pct,inflation_pct,unemployment_pct,approval_rating_pct,lag_popular_vote_pct,lag_electoral_votes
AK,1,18-24,american_indian,20,27229681.0,0.0,0.0,0.0,0.0,0.704282066323142,0.295717933676858,0.0,0.0,0.7611756450617251,0.2388243549382749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.295717933676858,0.704282066323142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2388243549382749,0.0,0.0,0.0,0.2388243549382749,0.0,0.0,0.295717933676858,0.0,0.22663335644659224,0.0,0.0,0.295717933676858,0.46545771138486713,0.2388243549382749,0.0,0.2388243549382749,0.22663335644659224,0.2388243549382749,0.295717933676858,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,18-24,asian,20,9485045.0,1.0,0.0,0.5647498773068551,0.0,0.43525012269314484,0.0,0.0,0.0,0.0,0.5647498773068551,0.43525012269314484,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.5647498773068551,0.43525012269314484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43525012269314484,0.5647498773068551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647498773068551,0.43525012269314484,0.0,0.0,0.0,0.0,0.43525012269314484,0.5647498773068551,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,18-24,black,20,10169663.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,18-24,multiracial,20,26329183.0,0.29491913972416084,0.0,0.29491913972416084,0.0,0.0,0.0,0.7050808602758392,0.0,0.0,0.0,0.7050808602758392,0.29491913972416084,0.0,0.0,0.0,0.0,0.0,1.0,0.3803398685025661,0.6196601314974338,0.0,0.0,1.0,0.29491913972416084,0.7050808602758392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29491913972416084,0.0,0.0,0.7050808602758392,0.0,1.0,0.0,0.0,0.0,0.32474099177327304,0.3803398685025661,0.0,0.29491913972416084,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,18-24,pacific_islander,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,18-24,white,20,127810067.0,0.7957023291443858,0.03813516504924452,0.04999135944432296,0.0,0.5769158152463844,0.12171520104124506,0.21324245921880317,0.13342146201988925,0.099616347122328,0.24528774403975548,0.09674838837225552,0.42492605844577175,0.0,0.0,0.0,0.0,0.0,1.0,0.05159950350389848,0.9484004964961015,0.0,0.2051547707896906,0.7948452292103094,0.5676884513330237,0.4323115486669763,0.0,0.19650611715898716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04999135944432296,0.0,0.0,0.04513973065987048,0.0,0.10275158528787877,0.04559151823306688,0.041991347989826185,0.030685837916038336,0.09188194854791837,0.0,0.1748991024314227,0.08128368323287086,0.0505317863576427,0.08874598274015458,0.0,0.4230841847536157,0.5458916158771749,0.03102419936920931,0.0,0.367348622076851,0.1263961546941369,0.08228534141993682,0.42396988180907536,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,25-34,american_indian,20,93494585.0,0.500373855876252,0.09449340836156447,0.20212798420357714,0.0,0.2695843400984132,0.1868006580274141,0.2469936093090311,0.12416074150176719,0.0,0.10003859581814284,0.2817197060129204,0.49408095666716956,0.35854640137714927,0.0,0.0,0.0,0.0,0.6414535986228507,0.07959172180934329,0.9204082781906567,0.0,0.0,1.0,0.3337556715183024,0.6662443284816977,0.0,0.0,0.12416074150176719,0.0,0.10106399210178857,0.10106399210178857,0.0,0.0,0.0,0.0,0.0,0.0,0.08676206220927127,0.07959172180934329,0.0,0.0,0.0,0.0,0.11155279206811818,0.09449340836156447,0.12283286780726392,0.07843982622095173,0.0,0.10003859581814284,0.0,0.7304156599015869,0.2695843400984132,0.0,0.10003859581814284,0.2966213925651416,0.4381381231864926,0.07843982622095173,0.08676206220927127,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,25-34,asian,20,40851162.0,0.3066522073472476,0.0,0.09560538326914667,0.18509316821881347,0.7193014485120399,0.0,0.0,0.0,0.0,0.42923048308882866,0.18509316821881347,0.3856763486923579,0.24311807825686818,0.0,0.0,0.0,0.0,0.7568819217431318,0.0,1.0,0.0,0.0,1.0,0.5507895222172627,0.44921047778273726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18509316821881347,0.0,0.0,0.0,0.0,0.0,0.0,0.09560538326914667,0.12155903912843409,0.0,0.1538357219801973,0.0,0.0,0.0,0.0,0.0,0.4439066874034085,0.0,0.28069855148796014,0.7193014485120399,0.0,0.0,0.35360509451359057,0.12155903912843409,0.09560538326914667,0.42923048308882866,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,25-34,black,20,9649006.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.2,1.2,8.1,56.0,48.2,531
AK,1,25-34,multiracial,20,9456199.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.2,1.2,8.1,56.0,48.2,531
