geo_region,education_grouped,age_group,family_income_grouped,year,weight,time_at_curr_address_-1,time_at_curr_address_1,time_at_curr_address_2,time_at_curr_address_3,time_at_curr_address_4,curr_student_-1,curr_student_1,curr_student_2,lease_type_1,lease_type_2,lease_type_3,marital_status_1,marital_status_2,marital_status_3,marital_status_4,marital_status_5,marital_status_6,job_industry_code_-1,job_industry_code_1,job_industry_code_2,job_industry_code_3,job_industry_code_4,job_industry_code_5,job_industry_code_6,job_industry_code_7,job_industry_code_8,job_industry_code_9,job_industry_code_10,job_industry_code_11,job_industry_code_12,job_industry_code_13,job_industry_code_14,job_industry_code_15,job_industry_code_16,job_industry_code_17,job_industry_code_18,job_industry_code_19,job_industry_code_20,job_industry_code_21,job_industry_code_22,job_industry_code_23,GED_or_HS_-1,GED_or_HS_1,GED_or_HS_2,sex_1,sex_2,race_grouped_PI_only,race_grouped_american_indian_only,race_grouped_asian_only,race_grouped_black_only,race_grouped_multiracial,race_grouped_white_only,did_vote_1
1,associates,18-24,high_income,14,106149207,0.0,0.0,0.042046512886337435,0.0,0.9579534871136626,0.0,0.4515384085723787,0.5484615914276213,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4515384085723787,0.042046512886337435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42510405188425004,0.0,0.0,0.0,0.0,0.0,0.08131102665703381,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5328494352294125,0.4671505647705875,0.0,0.0,0.0,0.0,0.0,1.0,0.5064150785412839
1,associates,18-24,low_income,14,65259139,0.0,0.0,0.8075681629817396,0.1401631578375559,0.052268679180704485,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6796989154270024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203010845729975,0.0,0.0,1.0,0.0,0.0,0.3203010845729975,0.6796989154270024,0.0,0.0,0.0,0.0,0.0,1.0,0.268032405392293
1,associates,18-24,lower_middle_class,14,128588995,0.0,0.2456629122888782,0.4510508305940178,0.1841065948139652,0.11917966230313877,0.0,0.0,1.0,0.4541385676122595,0.5458614323877405,0.0,0.2118026196565266,0.0,0.0,0.0,0.0,0.7881973803434734,0.10541139232015928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07239747849339673,0.0,0.0,0.0,0.14519779083738854,0.0,0.04678218380974204,0.09405042010010266,0.2456629122888782,0.0,0.0,0.04138538449577275,0.0,0.2491124376545598,0.0,1.0,0.0,0.0,0.43804274230465834,0.5619572576953417,0.0,0.0,0.0,0.14519779083738854,0.13692455563557362,0.7178776535270378,0.10873835665330459
1,associates,18-24,middle_class,14,94396979,0.15302195211141237,0.17712656884920014,0.09137895186243196,0.056052757790055974,0.5224197693868996,0.0,0.0,1.0,0.6026478241427621,0.397352175857238,0.0,0.17160700661829442,0.0,0.0,0.0,0.0,0.8283929933817056,0.05039065921802434,0.0,0.0,0.0,0.0,0.056052757790055974,0.08022805475586248,0.0,0.0,0.0,0.0,0.0,0.09689851409333768,0.4720291101688752,0.0,0.0,0.0,0.24440090397384434,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18827746595576964,0.8117225340442303,0.0,0.0,0.0,0.15302195211141237,0.0,0.8469780478885877,0.0
1,associates,18-24,upper_middle_class,14,139981445,0.0,0.08140343886291501,0.0,0.06534385325140771,0.8532527078856773,0.0,0.5104947730751029,0.48950522692489706,0.918596561137085,0.08140343886291501,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7229928366577442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10742511623594113,0.0,0.0,0.0,0.13560092910885438,0.03398111799746031,0.0,0.0,1.0,0.0,0.0,0.6721173795569835,0.3278826204430166,0.0,0.0,0.0,0.0,0.0,1.0,0.42482943364386616
1,associates,25-34,high_income,14,27316892,0.0,0.24035461281612858,0.0,0.2757169812729794,0.48392840591089203,0.0,0.0,1.0,1.0,0.0,0.0,0.24035461281612858,0.0,0.0,0.0,0.0,0.7596453871838714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3947648583155068,0.0,0.0,0.0,0.0,0.0,0.2757169812729794,0.3295181604115139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7596453871838714
1,associates,25-34,low_income,14,109049814,0.339182623456836,0.2898604852274209,0.2622543583613999,0.08178222110493467,0.026920311849408563,0.0,0.0,1.0,0.16739512274638085,0.8056845654042106,0.026920311849408563,0.22554907796541496,0.0,0.0,0.08186574256788737,0.0,0.6925851794666976,0.45687555230493104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037001814601902945,0.0,0.0,0.0,0.0,0.339182623456836,0.0,0.10878605441729594,0.05815395521903412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.05815395521903412,0.9418460447809659,0.0,0.0,0.0,0.0,0.0,1.0,0.05785742101311608
1,associates,25-34,lower_middle_class,14,205425571,0.0,0.29884938715833,0.3830883011151518,0.07413734777935703,0.24392496394716118,0.0,0.0,1.0,0.4032408896164149,0.4703201238759122,0.1264389865076729,0.2865600602370968,0.04806900597589187,0.0,0.0,0.05324977775040479,0.6121211560366066,0.07413734777935703,0.030405625597603913,0.1315559200757923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1915864797571866,0.0,0.10555141647872066,0.0,0.038740858605183094,0.15710458460889468,0.17229223133083077,0.0,0.03586352937531813,0.03351872878571675,0.029243277605396068,0.0,0.0,1.0,0.0,0.0,0.1604888078904257,0.8395111921095744,0.0,0.0,0.0,0.09430422369374843,0.0,0.9056957763062515,0.40294013348513463
1,associates,25-34,middle_class,14,458787152,0.0,0.24987009008482436,0.19296673547649826,0.29317905354071466,0.26398412089796275,0.0,0.025929721327505702,0.9740702786724943,0.5372763490116218,0.4074490473089796,0.05527460367939859,0.4577627143316341,0.0,0.0,0.0,0.0,0.5422372856683659,0.05487746091023926,0.034990982049122425,0.0328121241721259,0.0,0.0,0.0,0.0718783794538344,0.0,0.01772181057066742,0.031340945223330925,0.056800546585489387,0.0,0.0,0.0,0.06373484713451609,0.10315077001110091,0.07185302564880892,0.28963083517212357,0.019379810357025865,0.11881101020893453,0.0,0.005706574363704065,0.027310878138976306,0.0,1.0,0.0,0.0,0.48423521459031615,0.5157647854096838,0.0,0.0,0.0,0.05902882389348166,0.0,0.9409711761065184,0.30133664248732056
1,associates,25-34,upper_middle_class,14,369312786,0.0,0.2394014081061358,0.17501121935160946,0.1894482608029715,0.39613911173928323,0.0,0.03358113087370877,0.9664188691262913,0.8545239644099406,0.14547603559005942,0.0,0.48767292611418006,0.0,0.0,0.029718448469856117,0.0,0.4826086254159638,0.03358113087370877,0.008812305241985313,0.02437341013154091,0.017193539570547117,0.0,0.0,0.0,0.0,0.07350852726772368,0.0,0.3437107996580438,0.058562269761220774,0.0,0.0,0.0,0.10331357712592165,0.0903866810611859,0.04527346096270818,0.0,0.04684061493608835,0.018823892005731965,0.09183938733169125,0.04378040407190235,0.0,1.0,0.0,0.0,0.2929644006422242,0.7070355993577758,0.0,0.0,0.10331357712592165,0.04378040407190235,0.0,0.852906018802176,0.4573449455389286
1,associates,35-44,high_income,14,70605272,0.0,0.30797143590070725,0.0,0.5256943419182636,0.1663342221810292,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4142819391730408,0.058665165966643396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270528948603158,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.058665165966643396,0.9413348340333566,0.0,0.0,0.0,0.0,0.0,1.0,0.6920285640992928
1,associates,35-44,low_income,14,89156236,0.0,0.0,0.5767013762222981,0.2035923656534805,0.2197062581242214,0.0,0.0,1.0,0.13119105880602677,0.8688089411939732,0.0,0.119439373820133,0.0,0.0,0.7199075452220751,0.0,0.1606530809577919,0.0724046829433221,0.047034690876810906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2112442252497066,0.11943599772426462,0.0,0.0,0.0,0.2889604379440155,0.1002668843040884,0.0,0.0,0.0,0.0,0.1606530809577919,0.0,0.0,1.0,0.0,0.0,0.047034690876810906,0.9529653091231891,0.0,0.0,0.0,0.0,0.0724046829433221,0.9275953170566779,0.4997953368062779
1,associates,35-44,lower_middle_class,14,275676035,0.031536197914338114,0.26953334191708034,0.16095454579503074,0.0,0.5379759143735509,0.0,0.0,1.0,0.6103148719474292,0.3013729648280816,0.0883121632244892,0.32522732706889085,0.0,0.04403760377647625,0.2761532826021674,0.11676987083770267,0.2378119157147628,0.12770524285870552,0.21493249132083606,0.0,0.11961403173837726,0.0,0.0,0.0,0.0,0.031536197914338114,0.0,0.0,0.09253324105593727,0.0,0.0,0.05136969921959303,0.029702494814248182,0.04968816748978561,0.10643866449979955,0.0,0.13874996787442914,0.0,0.03772980121395028,0.0,0.0,1.0,0.0,0.0,0.2821964774703757,0.7178035225296243,0.0,0.0,0.019073881413014374,0.031536197914338114,0.06401896704586599,0.8853709536267815,0.5536916148696059
1,associates,35-44,middle_class,14,476024003,0.07193581160654203,0.04159202871120766,0.016017843537188187,0.06347379083739187,0.8069805253076703,0.0,0.0,1.0,0.7232306119655904,0.2767693880344097,0.0,0.7515959988261348,0.0,0.0,0.0675263175752085,0.0,0.1808776835986567,0.11299502264804911,0.051423606468852794,0.011033036079905408,0.08353040130205366,0.014895664830582083,0.025160869881597128,0.015330453830077136,0.0,0.0710382917392508,0.0,0.2094753927776201,0.02888136714400093,0.0,0.017359425045631576,0.0,0.02515493950837601,0.11227785923223707,0.1790621238904207,0.0,0.008468114999654755,0.0,0.006878356930249166,0.027035073691441563,0.0,1.0,0.0,0.0,0.4414689819748438,0.5585310180251561,0.0,0.0,0.0,0.0,0.0,1.0,0.5883291204540373
1,associates,35-44,upper_middle_class,14,666252110,0.007271664775665776,0.0363851260448541,0.06400665507836065,0.13944223306099549,0.752894321040124,0.0,0.0,1.0,0.8989214908452597,0.10107850915474023,0.0,0.8580014448284449,0.0,0.0,0.07095645220545718,0.0,0.07104210296609792,0.0,0.09890507513739806,0.04732225463421046,0.02323155569443525,0.0,0.0,0.0,0.0,0.01778756543074963,0.0,0.23583250640662137,0.06218379255864571,0.057461833779408215,0.011261564334858167,0.0,0.05569851478594191,0.016481433732344952,0.08653603963820843,0.0,0.08644199265650356,0.07349257625615625,0.12736329495451804,0.0,0.0,1.0,0.0,0.0,0.45338190073424306,0.5466180992657569,0.0,0.0,0.019903692312509148,0.05376823196852615,0.05285829263640156,0.8734697830825632,0.6515145010197416
1,associates,45-54,high_income,14,165985159,0.0,0.179070105900251,0.04612691306937869,0.06456244079026366,0.7102405402401066,0.0,0.0,1.0,0.7956621169968575,0.20433788300314246,0.0,0.894561368585971,0.0,0.0,0.04612691306937869,0.0,0.05931171834465032,0.08621567184810781,0.15061013978966636,0.0,0.0,0.03561441899754423,0.01872896961830184,0.0,0.0,0.0895925159188479,0.017511668016054374,0.09231739808737961,0.023396194113956898,0.0,0.0,0.0,0.0,0.0,0.44671835992276876,0.0,0.0,0.039294663687372194,0.0,0.0,0.0,1.0,0.0,0.0,0.35294386168585107,0.6470561383141489,0.0,0.0,0.07111141785874965,0.0,0.0,0.9288885821412504,0.8274162993090244
1,associates,45-54,low_income,14,35826271,0.0,0.08370871196726,0.20801282946807387,0.5665305775194968,0.14174788104516933,0.0,0.0,1.0,0.0,1.0,0.0,0.14174788104516933,0.0,0.0,0.8582521189548307,0.0,0.0,0.5684741791854363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08370871196726,0.0,0.0,0.0,0.0,0.0,0.0,0.20606922780213435,0.0,0.14174788104516933,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3497607105132432,0.6502392894867568,0.0,0.0,0.0,0.0,0.0,1.0,0.4334694224805032
1,associates,45-54,lower_middle_class,14,223178383,0.0,0.07092280079831925,0.013024007795593717,0.048712119219897744,0.8673410721861893,0.0,0.0,1.0,0.7933860825580047,0.18085532056211734,0.025758596879877922,0.3595534698358308,0.026619208904296077,0.0,0.2656750586816466,0.021351176292015703,0.3268010862862108,0.0,0.02609591897616715,0.07259632757532794,0.0,0.0,0.0,0.0,0.0,0.0,0.16983620228129354,0.0,0.16920569318758796,0.013024007795593717,0.0,0.030945178951314475,0.0,0.11508089024912417,0.11732968331435577,0.0,0.08890166123302363,0.14876786252188232,0.048216573914329326,0.0,0.0,1.0,0.0,0.0,0.31563625944901663,0.6843637405509834,0.0,0.0,0.11508089024912417,0.0,0.0,0.8849191097508758,0.7791811449767516
1,associates,45-54,middle_class,14,783620144,0.015292557359270743,0.04909257539453963,0.10732558452453463,0.0452962845222621,0.7829929981993929,0.0,0.0,1.0,0.8566448005961419,0.1433551994038581,0.0,0.6023232386430332,0.0,0.0,0.3065415697123784,0.02077641459916324,0.07035877704542522,0.12775015135394477,0.11286999661407376,0.08004624495717405,0.01864964308523442,0.027915591715569784,0.003948393904483395,0.008131183263711506,0.0,0.015875753188907302,0.008131183263711506,0.027183555914305338,0.03744332024216059,0.013873420793531821,0.03519595075646754,0.07309103324939538,0.015865512257683873,0.0840942789750438,0.17886881682816974,0.0,0.029549887375023887,0.050424839512548315,0.03016970298813554,0.02092153976072366,0.0,1.0,0.0,0.0,0.650452120077199,0.34954787992280095,0.0,0.0,0.0,0.10422300348624014,0.01699272677196517,0.8787842697417947,0.6761447457124073
1,associates,45-54,upper_middle_class,14,657638118,0.0,0.056695760144487246,0.08021039619847584,0.052417642859321,0.810676200797716,0.0,0.0,1.0,0.980425520285915,0.019574479714084943,0.0,0.6655538859747178,0.0,0.0,0.19293852732544922,0.07162164374419672,0.06988594295563628,0.03602921021679586,0.060990330247250056,0.0226727277386923,0.06707473425377086,0.027192590439229985,0.0,0.0,0.0,0.046605423501318397,0.009122974833402221,0.07555606592743154,0.03646572536417361,0.03178586737577155,0.03450036331379441,0.0,0.0,0.09451991193734302,0.22510804642865911,0.0,0.013826003619820589,0.11864918389660618,0.06296312647741018,0.03693771442853013,0.0,1.0,0.0,0.0,0.4634823083658299,0.5365176916341702,0.0,0.0,0.0,0.06128804413371915,0.0,0.9387119558662809,0.6277270320878815
1,associates,55-64,high_income,14,244690818,0.0,0.0,0.10521421772352733,0.09259400162698381,0.8021917806494888,1.0,0.0,0.0,1.0,0.0,0.0,0.9888709064677694,0.0,0.011129093532230539,0.0,0.0,0.0,0.03239089257529884,0.24008495488375867,0.12114988311494386,0.02422776240014041,0.0,0.0,0.0,0.0,0.0,0.0,0.11863736546093037,0.0,0.01117048862863338,0.0,0.0,0.0,0.26282799871959234,0.046821650659568274,0.0,0.04156596100798519,0.05285716115428573,0.048265881394862965,0.0,0.0,1.0,0.0,0.0,0.40953062652314154,0.5904693734768585,0.0,0.0,0.0,0.0,0.0,1.0,0.9074059983730162
1,associates,55-64,low_income,14,122196918,0.0,0.047504348677599215,0.0,0.03528742844398089,0.9172082228784199,1.0,0.0,0.0,0.4664892775773608,0.5097127408728918,0.023797981549747434,0.16915458538815192,0.0,0.047504348677599215,0.5421137790070941,0.12368933069163005,0.1175379562355247,0.6012470052640772,0.09408787216711963,0.0,0.0,0.0,0.0,0.0,0.0,0.03666784787485393,0.0,0.023985784976999176,0.0,0.0,0.0,0.022861779541772077,0.0,0.11854286701404368,0.0,0.0,0.10260684316113439,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5842306513818949,0.4157693486181051,0.0,0.0,0.0,0.0,0.0,1.0,0.8180716718239981
